site_name,address,city,state,programs,has_ot,has_pt,has_pa,latitude,longitude,geo_key
A House on Beekman,"390 Jackson Avenue, Bronx, NY",Bronx,NY,OT,True,False,False,40.8088955,-73.9103087,"390 JACKSON AVENUE, BRONX, NY"
Abilities,"10 Mountain Ledge Drive, Wilton, NY",Wilton,NY,OT,True,False,False,43.1325254,-73.7659061,"10 MOUNTAIN LEDGE DRIVE, WILTON, NY"
Ability Rehabilitation,"1200 Lexington Green Lane, Sanford, FL",Sanford,FL,PT,False,True,False,28.8132525,-81.2812525,"1200 LEXINGTON GREEN LANE, SANFORD, FL"
Access Health,"156 Maybrook Hall, Campbell Hall, NY",Campbell Hall,NY,"PT, OT",True,True,False,41.4618778,-74.24765529999999,"156 MAYBROOK HALL, CAMPBELL HALL, NY"
Access PT and Wellness,"30 Hatfield Ln, Suite 203, Goshen, NY",Goshen,NY,"PT, PA, OT",True,True,True,41.3951472,-74.3398938,"30 HATFIELD LN, SUITE 203, GOSHEN, NY"
Ace Pain and Spine,"3625 Braselton Highway# 201, Dacula, GA",Dacula,GA,PA,False,False,True,34.0686935,-83.90451279999999,"3625 BRASELTON HIGHWAY# 201, DACULA, GA"
ACE Physical Therapy and Sports Medicine Institute,"2841 Harland Rd, #401B, Falls Church, VA",Falls Church,VA,PT,False,True,False,38.876471,-77.22195599999999,"2841 HARLAND RD, #401B, FALLS CHURCH, VA"
Action Physical Therapy,"160 S Congress Ave,  Suite 101, Delray Beach, FL",Delray Beach,FL,PT,False,True,False,26.4587992,-80.0942388,"160 S CONGRESS AVE, SUITE 101, DELRAY BEACH, FL"
Adirondack Arc-Children's Corner,"12 Mohawk St, Tupper Lake, NY",Tupper Lake,NY,PT,False,True,False,44.24124519999999,-74.4864317,"12 MOHAWK ST, TUPPER LAKE, NY"
Adirondack Helping Hands,"128 Park Row, Suite 101, Cadyville, NY",Cadyville,NY,"OT, PT",True,True,False,44.698151,-73.62917449999999,"128 PARK ROW, SUITE 101, CADYVILLE, NY"
Adirondack Medical Center,"2233 SR 86, Saranac Lake, NY",Saranac Lake,NY,"PT, PA, OT",True,True,True,44.3456201,-74.14347579999999,"2233 SR 86, SARANAC LAKE, NY"
Adirondack Medical Center,"2233 State Route 86, Saranac Laky, NY",Saranac Laky,NY,PA,False,False,True,44.3456201,-74.14347579999999,"2233 STATE ROUTE 86, SARANAC LAKY, NY"
Adirondack Medical Center/Adirondack Health,"2233 State Route 86, Saranac Lake, NY",Saranac Lake,NY,"PT, OT",True,True,False,44.3456201,-74.14347579999999,"2233 STATE ROUTE 86, SARANAC LAKE, NY"
Advance Rehabilitation,"1897 Island Walk Way, Suite 5, Fernandina Beach, FL",Fernandina Beach,FL,PT,False,True,False,30.6434858,-81.45630799999999,"1897 ISLAND WALK WAY, SUITE 5, FERNANDINA BEACH, FL"
Advanced Care Physical Therapy,"6490 Main St., Suite 1, Williamsville, NY",Williamsville,NY,PT,False,True,False,42.9667126,-78.7115697,"6490 MAIN ST., SUITE 1, WILLIAMSVILLE, NY"
Advanced Physical Therapy of Watertown,"26495 NYS Route 3, Watertown, NY",Watertown,NY,"PT, OT",True,True,False,43.9904285,-75.841599,"26495 NYS ROUTE 3, WATERTOWN, NY"
Advent Health,"6901 S. Havana St., Centennial, CO",Centennial,CO,"OT, PT, PA",True,True,True,39.589832,-104.8691607,"6901 S. HAVANA ST., CENTENNIAL, CO"
Adventist Health - Bakersfield Hospital,"2615 Chester Avenue, Bakersfield, CA 93301, Bakersfield, CA",Bakersfield,CA,OT,True,False,False,35.3833744,-119.0206543,"2615 CHESTER AVENUE, BAKERSFIELD, CA 93301, BAKERSFIELD, CA"
Adventist Health - Glendale Hospital,"1509 Wilson Terrace, Glendale, CA",Glendale,CA,"PT, PA, OT",True,True,True,34.1511844,-118.2302493,"1509 WILSON TERRACE, GLENDALE, CA"
Adventist Health (Dameron Hospital),"11500 Brookshire Ave., Downey, CA",Downey,CA,"PT, OT",True,True,False,33.9352254,-118.1306902,"11500 BROOKSHIRE AVE., DOWNEY, CA"
Adventist Health Bakersfield,"2615 Chester Avenue, Bakersfield, CA",Bakersfield,CA,PT,False,True,False,35.3833744,-119.0206543,"2615 CHESTER AVENUE, BAKERSFIELD, CA"
Adventist Health Simi Valley,"2975 North Sycamore Drive, Simi Valley, CA",Simi Valley,CA,OT,True,False,False,34.2891639,-118.7448704,"2975 NORTH SYCAMORE DRIVE, SIMI VALLEY, CA"
AdvisaCare Home Health Care,"39111 Six Mile Rd, Ste. 154, Livonia, MI",Livonia,MI,OT,True,False,False,42.409724,-83.42962849999999,"39111 SIX MILE RD, STE. 154, LIVONIA, MI"
Advocate South Suburban Hospital,"17800 Kedzie Avenue, South Pavilion, Hazel Crest, IL",Hazel Crest,IL,PT,False,True,False,41.5663567,-87.6968277,"17800 KEDZIE AVENUE, SOUTH PAVILION, HAZEL CREST, IL"
Afya Foundation,"140 Saw Mill River Road, Yonkers, NY",Yonkers,NY,OT,True,False,False,40.94396140000001,-73.8804057,"140 SAW MILL RIVER ROAD, YONKERS, NY"
Agilitas USA INC. RESULTS PHYSIOTHERAPY CENTERS,"607 Dewey Ave NW, Suite 300, Grand Rapids, MI",Grand Rapids,MI,PT,False,True,False,42.9741747,-85.68224339999999,"607 DEWEY AVE NW, SUITE 300, GRAND RAPIDS, MI"
Agility Health/ Alliance PT  LLC,"625 Kenmoor Avenue SE, Suite 100, Grand Rapids, MI",Grand Rapids,MI,PT,False,True,False,42.9530854,-85.56740119999999,"625 KENMOOR AVENUE SE, SUITE 100, GRAND RAPIDS, MI"
AIM Neuro Rehab,"99 Kinderkamack Road, Suite 100, Westwood, NJ",Westwood,NJ,"OT, PT, PA",True,True,True,40.9851897,-74.0246479,"99 KINDERKAMACK ROAD, SUITE 100, WESTWOOD, NJ"
ALARIS Health Advantage Rehabilitation Services,"175 Belgrove Drive, Kearny, NJ",Kearny,NJ,"PT, OT",True,True,False,40.7588844,-74.1578998,"175 BELGROVE DRIVE, KEARNY, NJ"
Albany Medical Center,"43 New Scotland Avenue, Albany, NY",Albany,NY,"OT, PT",True,True,False,42.6541048,-73.7759294,"43 NEW SCOTLAND AVENUE, ALBANY, NY"
Alice Hyde,"70 Constable St, Malone, NY",Malone,NY,"PT, OT",True,True,False,44.8562233,-74.2875722,"70 CONSTABLE ST, MALONE, NY"
Align Physical Therapy P.C. dba New Windsor Physical Therapy,"3141 Route 9W, New Windsor, NY",New Windsor,NY,PT,False,True,False,41.4813688,-74.0166224,"3141 ROUTE 9W, NEW WINDSOR, NY"
All Kids Can Therapy Services,"2420 Wilson Ave, Madison, IN",Madison,IN,"OT, PA, PT",True,True,True,38.7718685,-85.4055544,"2420 WILSON AVE, MADISON, IN"
Alternatives for Children,"14 Research Way, East Setauket, NY",East Setauket,NY,OT,True,False,False,40.9026596,-73.0860747,"14 RESEARCH WAY, EAST SETAUKET, NY"
Andrews Institute FOR ORTHOPAEDICS & SPORTS MEDICINE-Gulf Breeze Baptist Health Care Corp,"1040 Gulf Breeze Parkway, Gulf Breeze, FL",Gulf Breeze,FL,PT,False,True,False,30.3590401,-87.16013120000001,"1040 GULF BREEZE PARKWAY, GULF BREEZE, FL"
Ann Arundel Health System,"2001 medical parkway, annapolis, MD",annapolis,MD,"OT, PT",True,True,False,38.9900317,-76.53401079999999,"2001 MEDICAL PARKWAY, ANNAPOLIS, MD"
Anne Arundel County Public Schools,"2644 Riva Road, Annapolis, MD",Annapolis,MD,OT,True,False,False,38.9761938,-76.5592915,"2644 RIVA ROAD, ANNAPOLIS, MD"
Anne Arundel Medical Center,"2001 Medical Parkway, Annapolis, MD",Annapolis,MD,OT,True,False,False,38.9900317,-76.53401079999999,"2001 MEDICAL PARKWAY, ANNAPOLIS, MD"
Anwan Wellness Medical Center,"725 N. Central Ave., Hapeville, GA",Hapeville,GA,PA,False,False,True,33.6613998,-84.4126751,"725 N. CENTRAL AVE., HAPEVILLE, GA"
Apex Network Physical Therapy,"15 Apex Drive, Highland, IL",Highland,IL,OT,True,False,False,38.7512817,-89.6733299,"15 APEX DRIVE, HIGHLAND, IL"
ApexNetwork Physical Therapy,"4280 S. State Route 159, Suite 3, Glen Carbon, IL",Glen Carbon,IL,"PT, OT",True,True,False,38.7703208,-89.9559402,"4280 S. STATE ROUTE 159, SUITE 3, GLEN CARBON, IL"
Aqua Care Physical Therapy-Milford,"106 Milford Street, Suite 601, Salisbury, MD",Salisbury,MD,PT,False,True,False,38.3373838,-75.6015429,"106 MILFORD STREET, SUITE 601, SALISBURY, MD"
Aqua Care Physical Therapy-Millville,"38069 Town Center Drive, Unit 15, Millville, DE",Millville,DE,PT,False,True,False,38.5455176,-75.1082055,"38069 TOWN CENTER DRIVE, UNIT 15, MILLVILLE, DE"
Aqua Care Physical Therapy-Salisbury (Center for Pelvic Floor Therapy),"659 S Salisbury Blvd #1b, Salibury, MD",Salibury,MD,PT,False,True,False,38.3585151,-75.5993546,"659 S SALISBURY BLVD #1B, SALIBURY, MD"
Aqua Care Physical Therapy-Seaford,"15 Fallon Avenue, Seaford, DE",Seaford,DE,PT,False,True,False,38.6591044,-75.5998419,"15 FALLON AVENUE, SEAFORD, DE"
ARC Jefferson - St. Lawrence,"Commerce Lane, Canton, NY",Canton,NY,OT,True,False,False,44.5911846,-75.181268,"COMMERCE LANE, CANTON, NY"
ARC Lexington,"127 E. State Street, Gloversville, NY",Gloversville,NY,OT,True,False,False,43.0702752,-74.3281128,"127 E. STATE STREET, GLOVERSVILLE, NY"
Arc Wayne,"150 Van Buren Street, Newark, NY",Newark,NY,"PT, PA, OT",True,True,True,43.048069,-77.093609,"150 VAN BUREN STREET, NEWARK, NY"
Arcadia Desert Hand and  Physical Therapy,"3104 East Indian School Road, Phoenix, AZ",Phoenix,AZ,PT,False,True,False,33.495395,-112.0156204,"3104 EAST INDIAN SCHOOL ROAD, PHOENIX, AZ"
Arnot Ogden Medical Center,"600 Roe Avenue, Elmira, NY",Elmira,NY,PT,False,True,False,42.1001862,-76.8277675,"600 ROE AVENUE, ELMIRA, NY"
ArnotHealth,"123 Conhocton St, Corning, NY",Corning,NY,OT,True,False,False,42.1406524,-77.0412551,"123 CONHOCTON ST, CORNING, NY"
Ascend Rehab Inc,"29516 Kohutek Way, Union City, CA",Union City,CA,OT,True,False,False,37.6087626,-122.0807485,"29516 KOHUTEK WAY, UNION CITY, CA"
Ascension Wisconsin,"400 West River Woods Parkway, Glendale, WI",Glendale,WI,"OT, PT",True,True,False,43.1000177,-87.9120468,"400 WEST RIVER WOODS PARKWAY, GLENDALE, WI"
Associated Physical and Occupational Therapy,"3767 Delaware Ave, Kenmore, NY",Kenmore,NY,"OT, PT, PA",True,True,True,42.9869424,-78.8726496,"3767 DELAWARE AVE, KENMORE, NY"
Athletico,"Resource Center – Clinical Excellence 2122 York Road, Suite 300, Oak Brook, IL",Oak Brook,IL,"PT, OT",True,True,False,41.8480716,-87.9306067,"RESOURCE CENTER – CLINICAL EXCELLENCE 2122 YORK ROAD, SUITE 300, OAK BROOK, IL"
ATI,"2001 Butterfield Rd, Downer's Grove, IL",Downer's Grove,IL,PT,False,True,False,41.8310479,-88.034016,"2001 BUTTERFIELD RD, DOWNER'S GROVE, IL"
ATI Physical Therapy,"790 Remington Blvd, Bolingbrook, IL",Bolingbrook,IL,PT,False,True,False,41.6784765,-88.09783,"790 REMINGTON BLVD, BOLINGBROOK, IL"
Atlantic General Hospital,"9733 Healthway Drive, Berlin, MD",Berlin,MD,PT,False,True,False,38.3396404,-75.2115477,"9733 HEALTHWAY DRIVE, BERLIN, MD"
Atlantic Health,"475 South St, Morristown, NJ",Morristown,NJ,OT,True,False,False,40.7728861,-74.46944890000002,"475 SOUTH ST, MORRISTOWN, NJ"
Atlantic Heatlh,"100 Madison Avenue, Morristown, NJ",Morristown,NJ,PT,False,True,False,40.7894519,-74.4658709,"100 MADISON AVENUE, MORRISTOWN, NJ"
Atlas Physical  Therapy,"700 17th St #675, Denver, CO",Denver,CO,PT,False,True,False,39.7461422,-104.9914729,"700 17TH ST #675, DENVER, CO"
Atlas ProMedica,"333 N. Summit St., Toledo, OH",Toledo,OH,"OT, PT, PA",True,True,True,41.6521245,-83.5337758,"333 N. SUMMIT ST., TOLEDO, OH"
Aurora Health,"2999 N Mayfair Rd, Suite 300, Wauwatosa, WI",Wauwatosa,WI,"OT, PT",True,True,False,43.0725194,-88.0485202,"2999 N MAYFAIR RD, SUITE 300, WAUWATOSA, WI"
Aveanna Healthcare,"400 Interstate North Pkwy SE, Suite 1600, Atlanta, GA",Atlanta,GA,PT,False,True,False,33.8942953,-84.4559939,"400 INTERSTATE NORTH PKWY SE, SUITE 1600, ATLANTA, GA"
"Back to Independence Rehab, LLC","4801 Chastain Ave, STE 194, Charlotte, NC",Charlotte,NC,OT,True,False,False,35.1765735,-80.8813942,"4801 CHASTAIN AVE, STE 194, CHARLOTTE, NC"
Balance Physical Therapy- Monterey Clinic,"2260 N Fremont Street, Monterey, CA",Monterey,CA,PT,False,True,False,36.596691,-121.8564834,"2260 N FREMONT STREET, MONTEREY, CA"
Baptist Health Care Corporation,"910 W. Blount Street, Pensacola, FL",Pensacola,FL,PT,False,True,False,30.427814,-87.2300503,"910 W. BLOUNT STREET, PENSACOLA, FL"
Baptist Health South Florida,"6855 Red Rd, Coral gables, FL",Coral gables,FL,PT,False,True,False,25.7056929,-80.28518,"6855 RED RD, CORAL GABLES, FL"
BAPTIST Hospital Pensacola,"1000 West Moreno Street, P.O. Box 17500, Pensacola, FL",Pensacola,FL,PT,False,True,False,30.4297156,-87.2320577,"1000 WEST MORENO STREET, P.O. BOX 17500, PENSACOLA, FL"
Barrett Plastic Surgery,"9701 Wilshire Blvd, MLI 1, Beverly Hills, CA",Beverly Hills,CA,PA,False,False,True,34.0674823,-118.406589,"9701 WILSHIRE BLVD, MLI 1, BEVERLY HILLS, CA"
Bassett Healthcare,"136 Parkway Drive, Cobleskill, NY",Cobleskill,NY,PA,False,False,True,42.6870507,-74.4803092,"136 PARKWAY DRIVE, COBLESKILL, NY"
Bassett Medical Center,"1 Atwell Rd, Cooperstown, NY",Cooperstown,NY,"PT, OT",True,True,False,42.6957596,-74.9234347,"1 ATWELL RD, COOPERSTOWN, NY"
Bay Rehabilitation,"1520 West Beverly Boulevard, Montebello, CA",Montebello,CA,PT,False,True,False,34.0194752,-118.1153496,"1520 WEST BEVERLY BOULEVARD, MONTEBELLO, CA"
Baycare,"3001 West Dr. Martin Luther King Jr. Blvd., Tampa, FL",Tampa,FL,PT,False,True,False,27.9820619,-82.4921115,"3001 WEST DR. MARTIN LUTHER KING JR. BLVD., TAMPA, FL"
BayCare Behavioral Health- Morton Plant Hospital,"300 Pinellas St, Clearwater, FL",Clearwater,FL,PT,False,True,False,27.9531808,-82.80412299999999,"300 PINELLAS ST, CLEARWATER, FL"
Baylor Scott and White Institute for Rehabilitation,"411 N. Washington, Suite 4000, Dallas, TX",Dallas,TX,PT,False,True,False,32.788747,-96.7763116,"411 N. WASHINGTON, SUITE 4000, DALLAS, TX"
Baystate Health Rehabilitation Services,"48 Sanderson Street, Greenfield, MA",Greenfield,MA,PT,False,True,False,42.5947061,-72.5940296,"48 SANDERSON STREET, GREENFIELD, MA"
Baystate Medical Group,"759 Chestnut Street, Springfield, MA",Springfield,MA,PT,False,True,False,42.1197606,-72.6032674,"759 CHESTNUT STREET, SPRINGFIELD, MA"
Beach NY Physical Therapy,"119-15 Rockaway Beach Blvd., Rockaway Park, Queens, NY","Rockaway Park, Queens",NY,PT,False,True,False,40.5785977,-73.8402419,"119-15 ROCKAWAY BEACH BLVD., ROCKAWAY PARK, QUEENS, NY"
Beachside Therapy,"7341 Office Park PL, Suite 102, Melbourne, FL",Melbourne,FL,PT,False,True,False,28.2318781,-80.71161959999999,"7341 OFFICE PARK PL, SUITE 102, MELBOURNE, FL"
Bearfoot Occupational Therapy,"584 Castro St #287, San Francisco, CA",San Francisco,CA,OT,True,False,False,37.7595924,-122.4352459,"584 CASTRO ST #287, SAN FRANCISCO, CA"
BeeBe Healthcare,"32550 Doc's Place, Unit 7, Millville, DE",Millville,DE,PT,False,True,False,38.5495569,-75.12323909999999,"32550 DOC'S PLACE, UNIT 7, MILLVILLE, DE"
Beekmantown Central School District,"37 Eagle Way, West Chazy, NY",West Chazy,NY,"PT, OT",True,True,False,44.7734658,-73.48980399999999,"37 EAGLE WAY, WEST CHAZY, NY"
Behavioral Health Center at EIRMC,"2860 Channing Way, Idaho Falls, ID",Idaho Falls,ID,OT,True,False,False,43.4706589,-111.9930845,"2860 CHANNING WAY, IDAHO FALLS, ID"
Belkys Bravo MD: Pediatrics,"1920 Coral Way, Miami, FL",Miami,FL,PA,False,False,True,25.7504708,-80.22657629999999,"1920 CORAL WAY, MIAMI, FL"
Benchmark Family Services,"1635 Ohio Street, Watertown, NY",Watertown,NY,OT,True,False,False,43.9708666,-75.8808172,"1635 OHIO STREET, WATERTOWN, NY"
Benchmark Physical Therapy,"1200 Corporate Dr, Suite 400, Birmingham, AL",Birmingham,AL,"PT, OT",True,True,False,33.41546880000001,-86.68102069999999,"1200 CORPORATE DR, SUITE 400, BIRMINGHAM, AL"
Beverly Hills Dermatology Consultants,"433 N. Camden Dr. #805, Beverly Hills, CA",Beverly Hills,CA,PA,False,False,True,34.069364,-118.405142,"433 N. CAMDEN DR. #805, BEVERLY HILLS, CA"
Beyond Learning Center,"2049 George Urban  Blvd, Depew, NY",Depew,NY,"OT, PT, PA",True,True,True,42.9180713,-78.7342838,"2049 GEORGE URBAN BLVD, DEPEW, NY"
Beyond Therapy and Wellness,"1248 Harwood Road, Bedford, TX",Bedford,TX,PT,False,True,False,32.8525182,-97.1494385,"1248 HARWOOD ROAD, BEDFORD, TX"
"Big Stone Therapies- Montague, MI","9219 Water Street, Montague, MI",Montague,MI,PT,False,True,False,43.4260723,-86.3490999,"9219 WATER STREET, MONTAGUE, MI"
"Big Stone Therapies, Inc.","500 Cross St, Big Stone City, SD",Big Stone City,SD,"PT, OT",True,True,False,45.298432,-96.47154499999999,"500 CROSS ST, BIG STONE CITY, SD"
BOCES,"St. Lawrence-Lewis BOCES, Educational Services Center, P.O. Box 231- 40 West Main Street, Canton, NY",Canton,NY,PT,False,True,False,44.595375,-75.1816024,"ST. LAWRENCE-LEWIS BOCES, EDUCATIONAL SERVICES CENTER, P.O. BOX 231- 40 WEST MAIN STREET, CANTON, NY"
BodyCentral Physical Therapy- Mesa,"2051 S Dobson Road, Mesa, AZ",Mesa,AZ,PT,False,True,False,33.376773,-111.8775857,"2051 S DOBSON ROAD, MESA, AZ"
Bolduc Physical Therapy/Aquatic Therapy and Sports Medicine,"11135 Jog Rd, Stuie 1, Boynton Beach, FL",Boynton Beach,FL,PT,False,True,False,26.510844,-80.147858,"11135 JOG RD, STUIE 1, BOYNTON BEACH, FL"
Borealis Dermatology,"400 Garden Curt Plaza, Suite111, Garden City, NY",Garden City,NY,PA,False,False,True,40.7267682,-73.6342954,"400 GARDEN CURT PLAZA, SUITE111, GARDEN CITY, NY"
Boston IVF,"399 Albany Shaker Rd., Loudonville, NY",Loudonville,NY,PA,False,False,True,42.6974125,-73.7676862,"399 ALBANY SHAKER RD., LOUDONVILLE, NY"
Boston Sports Medicine,"259 Elm Street, Somerville, MA",Somerville,MA,PT,False,True,False,42.3958538,-71.1217813,"259 ELM STREET, SOMERVILLE, MA"
Bradford Regional Medical Center,"116 Interstate Parkway, Bradford, PA",Bradford,PA,"PT, OT",True,True,False,41.9608925,-78.6592874,"116 INTERSTATE PARKWAY, BRADFORD, PA"
Breakthru,"200 Tuckerton Rd, Suite 17, Medford, NJ",Medford,NJ,PT,False,True,False,39.869811,-74.8481123,"200 TUCKERTON RD, SUITE 17, MEDFORD, NJ"
Brevard Public School District,"2700 Judge Fran Jamieson Way, Viera, FL",Viera,FL,OT,True,False,False,28.2481863,-80.73667999999999,"2700 JUDGE FRAN JAMIESON WAY, VIERA, FL"
Brigham and Women's Hospital Boston,"75 Francis Street, Chestnut Hill, MA",Chestnut Hill,MA,PT,False,True,False,42.3328668,-71.1727583,"75 FRANCIS STREET, CHESTNUT HILL, MA"
Brighton Medical Associates,"182 Intrepid Ln, Syracuse, NY",Syracuse,NY,PA,False,False,True,43.0021865,-76.127952,"182 INTREPID LN, SYRACUSE, NY"
Brookdale Hospital Medical Center,"One Brookdale Plaza, Brooklyn, NY",Brooklyn,NY,"PA, PT, OT",True,True,True,40.6548559,-73.9116654,"ONE BROOKDALE PLAZA, BROOKLYN, NY"
Bryant & Stratton College OTA Program - Syracuse Campus,"953 James St, Syracuse, NY",Syracuse,NY,OT,True,False,False,43.0589909,-76.1368423,"953 JAMES ST, SYRACUSE, NY"
Bucks County Intermediate Unit #22,"705 N. Shady Retreat Road, Doylestown, PA",Doylestown,PA,OT,True,False,False,40.3186979,-75.1408628,"705 N. SHADY RETREAT ROAD, DOYLESTOWN, PA"
"Burger Rehabilitation Systems, Inc.","1301 East Bridewell Street, Suite #201, Folsom, CA",Folsom,CA,PT,False,True,False,38.6719495,-121.1612945,"1301 EAST BRIDEWELL STREET, SUITE #201, FOLSOM, CA"
Burke Rehabilitation Hospital,"785 Mamaroneck Avenue, White Plains, NY",White Plains,NY,PT,False,True,False,41.0175047,-73.75234259999999,"785 MAMARONECK AVENUE, WHITE PLAINS, NY"
California Pacific Medical Center-Sutter West Bay Hospitals,"2360 Clay Street, San Francisco, CA",San Francisco,CA,PT,False,True,False,37.7912483,-122.4321146,"2360 CLAY STREET, SAN FRANCISCO, CA"
Candler Hospital,"5353 Reynolds St, Savannah, GA",Savannah,GA,OT,True,False,False,32.0281096,-81.1003993,"5353 REYNOLDS ST, SAVANNAH, GA"
Canton Central School District,"99 State Street, Canton, NY",Canton,NY,"PT, OT",True,True,False,44.605815,-75.1683735,"99 STATE STREET, CANTON, NY"
Canton Potsdam Hospital,"50 Leroy Street, Potsdam, NY",Potsdam,NY,OT,True,False,False,44.6765721,-74.98255,"50 LEROY STREET, POTSDAM, NY"
Canyon Vista Medical Center,"5700 E Hwy 90, Sierra Vista, AZ",Sierra Vista,AZ,OT,True,False,False,31.5527114,-110.2300398,"5700 E HWY 90, SIERRA VISTA, AZ"
Cape Cod Orthodpaedics Physical Therapy,"130 North St. Lower Level East, Hyannis, MA",Hyannis,MA,PT,False,True,False,41.65308,-70.2877894,"130 NORTH ST. LOWER LEVEL EAST, HYANNIS, MA"
Cape Fear Valley Medical Center,"1638 Owen Dr, Fayetteville, NC",Fayetteville,NC,OT,True,False,False,35.0314494,-78.93289039999999,"1638 OWEN DR, FAYETTEVILLE, NC"
Capital Area Physical Therapy & Wellness,"Parade Ground Village , 7 Hemphill Place, Suite 130, Malta, NY",Malta,NY,PT,False,True,False,42.9690767,-73.79011349999999,"PARADE GROUND VILLAGE , 7 HEMPHILL PLACE, SUITE 130, MALTA, NY"
Capital Cardiology Associates,"7 Southwoods Blvd, Albany, NY",Albany,NY,PA,False,False,True,42.6837413,-73.7712177,"7 SOUTHWOODS BLVD, ALBANY, NY"
Capital City Therapy Group,"720 Old Cherokee Rd, Lexington, SC",Lexington,SC,OT,True,False,False,34.0102024,-81.2461313,"720 OLD CHEROKEE RD, LEXINGTON, SC"
Carilion Children's Pediatric Therapy,"101 Elm Ave 2nd floor, Roanoke, VA",Roanoke,VA,PT,False,True,False,37.266206,-79.93967529999999,"101 ELM AVE 2ND FLOOR, ROANOKE, VA"
Carolina Physical Therapy and Sports Medicine-Columbia,"1514 Pickens Street, Columbia, SC",Columbia,SC,PT,False,True,False,34.0080092,-81.028855,"1514 PICKENS STREET, COLUMBIA, SC"
Carthage Area Hospital,"1001 West Street, Carthage, NY",Carthage,NY,"PA, OT, PT",True,True,True,43.9871884,-75.5941331,"1001 WEST STREET, CARTHAGE, NY"
Cary Medical Center &Rehab Services,"163 Van Buren Rd., Suite 1, Caribou, ME",Caribou,ME,PT,False,True,False,46.8795873,-68.00832,"163 VAN BUREN RD., SUITE 1, CARIBOU, ME"
Catawba Hospital,"5525 Catawba Hospital Dr., Catawba, VA",Catawba,VA,"PT, OT",True,True,False,37.391796,-80.1104041,"5525 CATAWBA HOSPITAL DR., CATAWBA, VA"
Cayuga Medical Center,"101 Dates Drive, Ithaca, NY",Ithaca,NY,PT,False,True,False,42.4690356,-76.53744309999999,"101 DATES DRIVE, ITHACA, NY"
Center for Discovery,"641 Old Route 17, Monticello, NY",Monticello,NY,"PT, PA, OT",True,True,True,41.6980228,-74.73323060000001,"641 OLD ROUTE 17, MONTICELLO, NY"
Centers for Advanced Orthopedics,"6707 Democracy Boulevard,, Suite 504, Bethesda, MD",Bethesda,MD,PT,False,True,False,39.0231444,-77.1378204,"6707 DEMOCRACY BOULEVARD,, SUITE 504, BETHESDA, MD"
Centra Health/Lynchburg General Hospital,"1901 Tate Springs Road, Lynchburg, VA",Lynchburg,VA,PT,False,True,False,37.4158905,-79.17113669999999,"1901 TATE SPRINGS ROAD, LYNCHBURG, VA"
Central Maine Medical Center,"300 Main St., Lewiston, ME",Lewiston,ME,PT,False,True,False,44.1021568,-70.2145298,"300 MAIN ST., LEWISTON, ME"
Central New York Developmental Disabilities Services,"6007 FairLakes Rd East Syracuse, North Syracuse, NY",North Syracuse,NY,PT,False,True,False,43.0932526,-76.0704296,"6007 FAIRLAKES RD EAST SYRACUSE, NORTH SYRACUSE, NY"
Central Vermont Medical Center (CVMC),"null, P.O. Box 547, Barre, VT",Barre,VT,PT,False,True,False,44.1966858,-72.5013944,"NULL, P.O. BOX 547, BARRE, VT"
Centura,"9100 E Mineral Circle, Centennial, CO",Centennial,CO,PT,False,True,False,39.5752155,-104.8823614,"9100 E MINERAL CIRCLE, CENTENNIAL, CO"
Centura - Common Spirit,"6901 S. Havana St., Centennial, CO",Centennial,CO,PA,False,False,True,39.589832,-104.8691607,"6901 S. HAVANA ST., CENTENNIAL, CO"
Cerebral Palsy Association of the North Country,"4 Commerce Lane, Canton, NY",Canton,NY,OT,True,False,False,44.5899048,-75.1781685,"4 COMMERCE LANE, CANTON, NY"
Champion PT & Performance,"110-2 Clematis Ave, Waltham, MA",Waltham,MA,PT,False,True,False,42.38333979999999,-71.2010284,"110-2 CLEMATIS AVE, WALTHAM, MA"
Champlain Valley Physician Hospital,"75 Beekman St, Plattsburgh, NY",Plattsburgh,NY,"PT, OT",True,True,False,44.7009651,-73.4693329,"75 BEEKMAN ST, PLATTSBURGH, NY"
CHC Learning Center,"1085 Ebbert Rd, Buffalo, NY",Buffalo,NY,"OT, PA, PT",True,True,True,42.88690039999999,-78.8788896,"1085 EBBERT RD, BUFFALO, NY"
CHI/Fransician Network,"1145 Broadway, Puget Sound, WA",Puget Sound,WA,PT,False,True,False,47.2514978,-122.4394898,"1145 BROADWAY, PUGET SOUND, WA"
Chicago White Sox,"10710 W Camelback Rd, Phoenix, AZ",Phoenix,AZ,PT,False,True,False,33.5146537,-112.2967633,"10710 W CAMELBACK RD, PHOENIX, AZ"
Child Development and Rehab Center,"901 E 18th, Eugene, OR",Eugene,OR,PT,False,True,False,44.04051159999999,-123.0792351,"901 E 18TH, EUGENE, OR"
Children's Hospital of the King's Daughters (CHKD),"601 Children's Lane, Norfolk, VA",Norfolk,VA,"PT, OT",True,True,False,36.8626168,-76.3017886,"601 CHILDREN'S LANE, NORFOLK, VA"
Children's Hospital of The King's Daughters (CHKD) - Lightfoot Health Center,"6425 Richmond Rd, Williamsburg, VA",Williamsburg,VA,"OT, PT",True,True,False,37.34003500000001,-76.7565718,"6425 RICHMOND RD, WILLIAMSBURG, VA"
